Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Libya,LBY,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,37.67100143,37.63999939,37.71099854,37.81700134,37.81299973,37.9640007,38.00899887,38.06900024,38.13499832,38.21900177,38.25799942,38.33399963,38.47800064,38.49499893,38.58399963,38.58800125,38.60800171,38.59999847,38.58800125,38.6230011,38.52999878,38.6629982,38.42300034,38.38100052,38.30899811,38.29199982,38.35400009,38.30500031,38.20399857,37.64799881
St. Lucia,LCA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,52.36600113,52.57400131,52.62200165,52.5890007,53.42599869,53.20299911,50.65999985,50.02899933,52.36100006,53.47800064,52.26599884,51.30599976,50.38299942,51.40000153,53.11500168,55.125,56.68799973,57.78499985,56.27500153,55.35800171,54.42100143,55.8730011,53.86999893,54.70700073,55.42200089,56.26499939,57.02500153,57.13000107,58.85300064,56.40399933
Latin America & Caribbean,LCN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,56.85034826,57.23971132,57.644625,57.60832798,57.14038567,56.47568129,57.24748508,57.21370702,56.60312911,56.65088944,56.93680067,56.78218619,57.07039334,57.90891631,58.53672788,59.08100287,59.14925688,59.33177137,58.93446379,58.93178613,58.84558847,58.9438331,58.93073139,58.85663486,58.53457744,57.79791005,57.64665121,57.76549693,57.74357014,51.95104436
Least developed countries: UN classification,LDC,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,66.76836554,66.64448784,66.54962187,66.46701964,66.43288013,66.40220104,66.35278816,66.307123,66.23262334,66.10843193,66.10009819,65.97195185,65.82138627,65.75717605,65.69696915,65.59464531,65.31613583,65.09995148,64.84534604,64.6582143,64.44536995,64.13766657,63.90855729,63.72673638,63.59588411,63.46351466,63.72271023,63.76036761,63.63413874,61.32603116
Low income,LIC,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,67.37938572,67.23369244,67.09377458,66.89898871,66.80139765,66.79242776,66.77568429,66.74781247,66.72412544,66.68650626,66.59791665,66.51983737,66.46002447,66.45289361,66.39721501,66.0812566,65.71005969,65.40325859,65.20065212,64.88783008,64.70912989,64.45008796,64.3781611,64.21036358,64.12660152,64.08766877,64.05885842,64.03660276,63.99737935,61.68910799
Sri Lanka,LKA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,50.39899826,48.56900024,48.88100052,49.60800171,48.14599991,49.11199951,49.38499832,53.42599869,52.22100067,51.26900101,50.97100067,50.28699875,50.37599945,50.08000183,50.25699997,50.68099976,50.75400162,50.94200134,50.38800049,50.74300003,50.69200134,50.52999878,51.34700012,50.88499832,51.24399948,51.45199966,51.8030014,49.48600006,48.9280014,45.60900116
Lower middle income,LMC,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,57.51055775,57.43249302,57.27319381,57.24393179,56.96564257,56.86484214,56.71957463,56.56587526,56.42061125,56.33411001,56.29753412,56.14376333,56.14004606,56.22027154,56.15744626,55.87652356,55.71336242,55.37472816,54.99442396,54.75740423,54.3247164,53.83796098,53.43526849,53.11362537,52.78077884,52.40632387,52.14852455,51.91881021,52.05225573,49.05269531
Low & middle income,LMY,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,63.93831419,63.83006498,63.47164197,63.18387455,62.81158716,62.53400858,62.32085051,62.01763383,61.88135498,61.79996581,61.49988187,61.16106201,60.93890316,60.91917295,60.77648484,60.52471941,60.3414255,59.98182013,59.45827496,59.17865054,59.01417676,58.71854413,58.40732125,58.1798887,57.93154119,57.59688503,57.37081999,57.21307086,57.13360858,54.46938102
Lesotho,LSO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,47.26200104,46.97800064,46.63000107,46.36000061,45.9980011,45.74000168,45.41199875,45.90399933,46.40999985,46.73400116,46.99100113,47.20199966,47.49200058,47.68099976,47.91799927,48.12900162,48.32099915,48.51699829,48.61199951,48.8370018,48.97399902,49.12400055,49.20399857,49.3769989,49.55099869,49.75699997,49.89099884,50.0929985,50.28900146,47.68299866
Late-demographic dividend,LTE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,71.12481435,71.05358626,70.60263887,70.03416757,69.71697847,69.21992106,68.79757422,68.3346856,68.21342712,68.20297432,67.70417918,67.20811139,66.65795492,66.48583208,66.28355158,66.11186654,66.01857016,65.69404371,65.10741651,64.86476198,65.00623772,64.89933507,64.72357547,64.70643162,64.52617875,64.18817134,63.97947618,63.87926338,63.58549782,61.76660441
Lithuania,LTU,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,59.73600006,60.29399872,53.15599823,53.52299881,51.05899811,51.55599976,52.66199875,52.68000031,53.01399994,50.6609993,49.10599899,50.85400009,52.45199966,51.04600143,51.59799957,52.05699921,53.18899918,52.56600189,48.7519989,46.70000076,48.55799866,50.01699829,51.17300034,52.62400055,53.76499939,55.58800125,56.31600189,57.76499939,58.20299911,57.29399872
Luxembourg,LUX,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,51.08300018,52.47299957,51.51100159,50.85599899,49.31700134,49.28300095,49.89500046,49.93299866,51.10900116,52.15499878,52.83599854,53.32500076,52.17699814,52.18999863,53.06499863,53.07500076,53.5870018,53.17599869,55.18199921,55.18399811,54.76800156,55.72999954,55.91600037,56.56499863,55.97900009,55.20500183,56.0359993,56.53300095,57.25999832,56.68399811
Latvia,LVA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,56.60300064,55.68399811,50.08300018,48.73300171,48.54399872,47.38999939,50.7879982,50.54600143,49.77799988,48.1969986,48.76900101,49.96099854,50.2140007,50.6780014,51.60699844,54.94499969,56.61399841,56.7859993,49.60100174,47.40999985,49.0340004,50.74100113,52.37599945,52.8390007,54.14099884,54.59600067,55.52600098,56.88700104,57.36600113,56.67499924
"Macao SAR, China",MAC,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,57.19900131,57.59400177,59.07600021,60.19900131,60.86299896,61.7519989,63.69400024,62.23199844,61.3409996,60.75799942,60.44200134,59.88399887,57.11399841,58.89500046,60.80099869,63.3730011,66.92700195,68.52100372,69.44200134,69.44999695,70.65399933,70.93499756,71.39600372,72.56500244,72.36599731,70.89700317,69.39099884,69.60299683,69.06999969,67.84200287
Morocco,MAR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,44.56000137,44.56600189,44.65800095,44.48699951,44.53499985,44.40399933,44.33300018,44.26800156,44.20100021,44.44599915,44.88199997,44.81499863,44.63299942,45.17100143,45.06499863,45.72800064,45.76900101,45.74900055,45.61100006,45.09999847,44.77999878,44.05799866,43.85100174,43.39799881,42.97900009,42.22100067,41.29499817,41.24399948,41.22200012,38.21300125
Moldova,MDA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,56.61500168,56.13499832,56.38899994,55.39500046,55.64599991,54.60499954,54.42399979,53.7840004,53.40100098,54.79600143,53.66999817,52.73300171,47.52500153,45.65800095,45.20500183,42.85499954,42.5379982,42.52700043,40.03300095,38.50999832,39.44599915,38.44800186,39.25999832,41.66600037,42.38899994,42.96099854,40.47000122,35.76699829,40.10499954,38.77999878
Madagascar,MDG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,82.73699951,82.6969986,82.60399628,82.49299622,82.40899658,82.33000183,82.25299835,82.16000366,82.06400299,81.95300293,82.34700012,82.33699799,82.6230011,83.6289978,84.66200256,84.33100128,83.9980011,83.66600037,83.27100372,82.95300293,84.48899841,86.03099823,85.63300323,85.23600006,84.83399963,84.77400208,84.71499634,84.65699768,84.60399628,82.0019989
Maldives,MDV,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,49.43399811,49.80199814,50.17100143,50.53699875,50.90499878,51.47499847,52.04100037,52.60400009,53.1629982,53.72000122,52.86800003,51.93199921,50.99499893,50.16400146,49.4640007,48.14899826,47.50099945,46.60800171,46.00400162,46.92399979,48.06600189,49.31999969,50.44599915,51.64599991,52.90100098,54.09400177,54.28099823,54.30699921,54.23300171,52.18000031
Middle East & North Africa,MEA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,42.57478671,42.21447809,42.03130581,42.09825025,41.77475003,41.90133624,41.87932898,41.63891559,41.83127815,41.36964966,40.97496514,40.42843352,40.780778,41.54529142,41.73195679,42.1673149,42.44616742,42.17328254,42.31043532,42.55170193,41.92271587,42.13884881,42.40632587,42.13291422,42.13534985,42.34417764,42.08817242,42.03896863,42.33513654,40.40309144
Mexico,MEX,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,56.0340004,56.73699951,57.4109993,56.74399948,55.13499832,55.96699905,57.84899902,58.1230011,57.96300125,57.65100098,56.79499817,56.20199966,56.26399994,56.53099823,57.2179985,57.98300171,57.91799927,57.61999893,56.68000031,56.4980011,56.66999817,57.45600128,57.31999969,56.88600159,57.22299957,57.37599945,57.31100082,57.59700012,58.00899887,53.04000092
Middle income,MIC,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,63.72357201,63.61575921,63.2415122,62.94554871,62.55294507,62.25672781,62.02885281,61.70512249,61.55880826,61.47194287,61.1546144,60.7949278,60.55824578,60.53369101,60.3802233,60.12827573,59.95313886,59.58391438,59.03041961,58.74679512,58.57711291,58.27231986,57.93559889,57.69610341,57.42651038,57.05926674,56.80769385,56.62843742,56.53462603,53.82705221
North Macedonia,MKD,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,43.1629982,41.80899811,40.69400024,39.0890007,35.67499924,33.62900162,34.36800003,34.98699951,35.91600037,35.86600113,36.66500092,35.82699966,34.50999832,34.13800049,33.97299957,34.55699921,35.47600174,36.51100159,37.6269989,37.85800171,38.06999969,38.05599976,39.65399933,40.24599838,40.94200134,41.86999893,42.79199982,43.74399948,45.89599991,43.37900162
Mali,MLI,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,67.85600281,67.85199738,67.89399719,67.91000366,67.90599823,67.97100067,67.9940033,67.45400238,66.89499664,66.31900024,65.86299896,65.27400208,64.77200317,64.18499756,63.5320015,62.86800003,62.19100189,63.07400131,63.94300079,64.81199646,65.68900299,65.90000153,66.12999725,66.11399841,65.10600281,64.5759964,64.03500366,63.98300171,63.91899872,63.13899994
Malta,MLT,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,46.25400162,46.36500168,46.40100098,46.29600143,46.22800064,46.45800018,46.43000031,46.46900177,46.57799911,46.54000092,46.7519989,46.89400101,46.55099869,45.44100189,45.67399979,45.77099991,46.625,47.05699921,46.76900101,47.29199982,48.15800095,49.31100082,50.81299973,52.10900116,52.74100113,54.06900024,55.58399963,57.88100052,59.27399826,59.68399811
Myanmar,MMR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,70.84500122,70.62400055,70.43000031,70.22100067,70.01799774,69.83499908,69.6780014,69.52100372,69.22899628,68.83200073,68.47799683,68.12200165,67.71600342,67.30699921,66.90000153,66.50700378,66.14299774,65.82800293,65.51899719,65.23400116,65.05400085,64.86199951,64.63500214,64.41100311,64.21199799,62.25099945,60.28499985,60.96500015,59.19300079,56.13899994
Middle East & North Africa (excluding high income),MNA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,41.01843896,40.84549315,40.60263775,40.63029673,40.08294025,40.25764062,40.27960245,40.04841791,40.27587085,39.72303851,39.30822574,38.76642148,39.09286368,39.83051346,39.85517577,40.11993777,40.20167048,39.64436757,39.67744331,39.64645167,38.65711054,38.70823057,38.94544167,38.53804071,38.45667338,38.5546052,38.23390431,38.11218946,38.16788745,36.11426951
Montenegro,MNE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,37.26200104,37.25400162,37.16199875,36.60800171,36.0719986,35.79000092,35.69900131,35.50299835,35.99599838,35.41899872,35.32699966,35.09700012,34.85900116,34.52700043,34.29899979,36.70399857,39.38199997,40.37200165,39.52299881,39.20899963,39.15299988,40.04700089,40.3390007,43.22999954,44.30599976,44.85900116,45.88499832,47.51300049,48.72999954,43.79999924
Mongolia,MNG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,56.60599899,56.90000153,57.10699844,57.14400101,57.04700089,56.94100189,56.87599945,56.79399872,56.72399902,56.67699814,56.62900162,56.5340004,56.01300049,55.97600174,55.82300186,55.7480011,55.68000031,55.15299988,55.04399872,55.47200012,57.70000076,57.70000076,56.97399902,57.20600128,56.9129982,54.47800064,55.77199936,56.27099991,57.20000076,54.65000153
Mozambique,MOZ,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,81.89199829,81.76399994,81.75299835,81.68299866,81.61599731,81.66500092,81.6740036,81.99299622,82.31700134,82.58999634,82.93299866,83.22000122,83.50099945,82.98999786,82.45600128,81.92500305,81.36000061,80.78299713,80.18900299,79.58499908,78.96900177,78.33399963,77.68399811,77.02100372,76.33899689,76.29499817,76.2539978,76.20800018,76.15599823,75.16300201
Mauritania,MRT,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,45.80899811,45.79600143,45.78499985,45.72299957,45.73199844,45.68799973,45.62200165,45.61000061,45.56900024,45.49000168,45.12099838,44.74499893,44.38100052,43.99000168,43.61999893,43.27000046,42.8219986,42.44599915,42.06600189,41.69400024,41.31999969,40.94200134,40.86899948,40.79700089,40.72900009,40.64400101,40.58000183,40.51399994,40.4620018,39.68600082
Mauritius,MUS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,53.62400055,53.56200027,53.52899933,53.51499939,53.47000122,53.38000107,53.2519989,53.09999847,52.91799927,52.77799988,52.49000168,52.75400162,53.05899811,53.33800125,53.0719986,52.8769989,52.37799835,53.13100052,53.17900085,53.6269989,52.94400024,53.13999939,54.1780014,54.3219986,54.69300079,54.32400131,54.52500153,54.05899811,54.5340004,52.29000092
Malawi,MWI,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,72.85800171,72.79000092,72.83300018,72.73400116,72.84200287,72.83899689,72.86299896,72.90200043,72.91300201,72.92199707,72.91000366,72.95200348,72.98300171,72.99700165,73.0019989,73.02200317,73.05599976,73.06199646,73.07800293,73.08499908,73.08899689,73.08899689,73.11399841,73.09300232,73.05599976,73.01499939,72.98400116,72.90899658,72.82900238,70.02899933
Malaysia,MYS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,60.02600098,61.10200119,61.40200043,60.8769989,60.36700058,62.2140007,61.61100006,59.97200012,59.76499939,60.77799988,60.29700089,59.79899979,60.52500153,59.76200104,58.74599838,59.05699921,58.82600021,58.22100067,58.24700165,58.32300186,59.61600113,60.6590004,62.0359993,62.43799973,62.4620018,62.10699844,62.20399857,62.64199829,63.03499985,61.9980011
North America,NAC,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,60.61780227,60.32237998,60.51745039,61.31106146,61.68062709,61.90447335,62.48896608,62.76485677,63.03370841,63.23433619,62.5648168,61.79560278,61.4426124,61.50802533,61.79006721,62.18069765,62.11394311,61.40092668,58.67089959,57.93420524,57.86655007,58.07231903,58.12044904,58.46029883,58.75721783,59.0832687,59.48270966,59.7641171,60.1417635,56.19012148
Namibia,NAM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,44.27600098,44.19400024,44.04999924,43.98300171,42.81299973,41.63100052,40.47200012,41.34999847,42.24200058,43.14199829,43.09899902,43.0890007,43.04299927,43.06000137,43.21099854,43.47299957,43.68500137,43.88899994,44.09600067,44.36600113,46.11100006,47.88199997,49.95800018,49.56399918,47.95899963,46.33499908,46.75600052,47.17499924,47.11000061,45.55599976
New Caledonia,NCL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,55.23600006,55.00299835,55.00999832,55.09400177,55.18999863,54.89799881,55.16600037,55.15499878,55.58100128,55.82099915,55.99300003,56.18399811,56.42200089,56.51300049,56.79100037,57.14199829,57.35499954,57.54199982,57.93299866,57.47700119,56.72999954,55.97299957,55.32300186,54.66199875,54.58499908,54.5929985,54.52700043,54.47900009,54.43099976,52.47600174
Niger,NER,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,78.07700348,78.06600189,78.02799988,77.99199677,77.94799805,77.9469986,77.9489975,77.97200012,77.93399811,77.9280014,78.0019989,77.71299744,77.40799713,77.09899902,76.84799957,77.26899719,77.66999817,78.09500122,78.46900177,78.87000275,79.26599884,75.96099854,74.63400269,73.18699646,73.16600037,73.16100311,73.14299774,73.1190033,73.08499908,72.33899689
Nigeria,NGA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,58.15999985,58.14799881,58.0929985,58.04399872,57.99100113,57.98899841,57.96099854,57.9280014,57.88800049,57.86700058,57.88899994,57.92699814,57.91899872,57.93399811,57.93700027,57.98400116,58.02199936,58.05199814,58.08000183,58.10100174,58.13299942,55.69599915,53.22499847,52.69400024,52.77600098,51.20500183,50.41899872,50.32899857,50.23500061,48.2519989
Nicaragua,NIC,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,57.71500015,56.7480011,55.7519989,54.81600189,53.85400009,54.32899857,54.73799896,55.17499924,55.51599884,55.75699997,56.02299881,56.26800156,56.57500076,57.62799835,58.59500122,58.95800018,59.54600143,59.04600143,58.125,58.64599991,59.81000137,60.95199966,61.22399902,62.03300095,62.04000092,62.67699814,63.18799973,61.75500107,61.56000137,59.29399872
Netherlands,NLD,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,53.47200012,54.79399872,54.5019989,54.67300034,54.96099854,55.8769989,57.58200073,58.98199844,60.2179985,61.79600143,62.81900024,63.22600174,62.42499924,61.88199997,59.70700073,60.40100098,61.86199951,62.92599869,62.5929985,61.60400009,61.32600021,61.21699905,60.2480011,59.61199951,59.95700073,60.23799896,60.91199875,61.81800079,62.59000015,62.08399963
Norway,NOR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,58.51300049,58.12900162,57.88499832,58.72999954,59.13700104,61.15399933,62.79999924,64.38800049,64.47399902,64.61399841,64.38800049,64.39299774,63.03300095,62.91999817,62.56399918,63.45700073,64.74700165,65.7009964,64.37999725,63.37799835,63.10699844,63.26300049,62.77700043,62.60300064,62.18600082,61.5,61.07899857,61.68299866,61.81200027,61.00899887
Nepal,NPL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,84.33599854,84.39600372,84.40699768,84.28500366,84.44200134,84.33999634,84.30699921,84.33200073,84.26200104,83.99900055,83.82900238,83.73400116,83.41999817,83.17900085,82.98000336,82.75099945,82.51399994,82.22200012,81.95999908,81.66600037,81.45500183,81.21299744,81.06700134,80.78099823,80.67900085,80.93800354,80.59700012,80.70899963,80.77700043,73.70200348
New Zealand,NZL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,57.04000092,56.5909996,57.08800125,58.75699997,60.54800034,61.4640007,60.96900177,60.00999832,60.53900146,61.23099899,62.2179985,62.9980011,63.15100098,64.21700287,65.09200287,65.54799652,65.86799622,65.42299652,63.74499893,63.19300079,63.47499847,62.90599823,63.8030014,64.95999908,65.05899811,66.36699677,67.5490036,67.83000183,67.65000153,67.02600098
OECD members,OED,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,56.4570732,56.11048279,55.53422826,55.60395283,55.65557936,55.72036853,56.04309433,56.04046782,56.0349524,56.18045035,56.07383251,55.68788337,55.56734544,55.46856681,55.88400938,56.33541868,56.6050577,56.51014656,55.12103304,54.88457941,55.07668471,55.16065624,55.17183858,55.41976308,55.77370339,56.18329413,56.63204701,57.04947638,57.26632547,54.84186234
Oman,OMN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,52.87599945,52.82400131,52.84899902,52.95299911,52.97700119,52.92499924,52.72900009,52.62900162,52.68199921,52.54100037,52.43600082,52.63800049,52.98899841,54.23199844,55.44300079,56.6590004,57.83200073,59.03099823,60.24900055,61.43600082,62.65000153,63.88899994,65.03199768,66.16200256,67.32800293,68.45600128,69.17099762,69.79199982,69.88700104,65.01899719
Other small states,OSS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,54.45140902,53.77894173,53.06865509,52.7241051,52.24446315,51.85175561,51.46479921,51.46729281,51.44644848,51.58802765,51.53829879,51.58246932,51.69754188,51.97916732,52.40503015,53.21399577,53.95365778,54.61732666,54.63209211,54.64950415,55.01807966,55.31007179,55.66787058,55.88444386,56.0444051,56.06278441,56.31382559,56.54726183,56.74071371,54.95868791
Pakistan,PAK,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,49.37400055,49.35300064,48.92300034,48.86100006,48.06800079,48.94400024,49.84799957,49.66999817,49.89199829,50.11800003,50.14500046,50.17399979,50.29199982,50.41899872,50.08100128,49.74000168,49.84999847,49.86999893,50.26699829,50.66899872,50.36399841,50.16600037,49.93199921,50.06700134,50.17300034,49.73099899,49.32600021,48.90999985,49.14500046,47.72900009
Panama,PAN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,55.2120018,56.65200043,58.06700134,58.34799957,59.39799881,59.28099823,59.16500092,59.04700089,58.90200043,59.36500168,59.8219986,60.29800034,60.39099884,60.75999832,60.89500046,60.00500107,59.87900162,61.29600143,61.67900085,59.38499832,59.04100037,60.79199982,61.49200058,60.94400024,60.9109993,60.88600159,60.08800125,61.49900055,62.42300034,50.47000122
Peru,PER,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,56.4109993,56.11899948,57.15000153,58.19800186,60.10100174,61.2820015,62.67200089,63.54299927,64.82099915,62.56800079,65.33300018,67.15599823,69.29100037,70.47299957,71.85399628,73.74299622,75.50099945,75.59700012,75.88500214,76.89499664,76.52100372,75.91799927,75.08000183,74.58599854,73.41799927,73.95700073,74.15899658,74.48600006,74.74500275,60.56499863
Philippines,PHL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,59.22100067,59.29800034,59.34000015,59.32600021,59.26300049,59.18399811,59.08800125,59.05400085,59.09999847,59.06000137,59.00600052,59.00699997,58.98199844,59.33599854,59.25,58.93199921,59.1590004,58.79800034,59.06800079,59.2120018,59.99599838,59.56900024,59.29899979,59.93199921,59.52500153,59.92699814,57.63199997,57.59999847,58.10900116,53.36999893
Papua New Guinea,PNG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,70.99500275,70.63300323,70.13400269,69.85099792,69.9280014,69.875,69.94599915,70.16699982,70.24900055,70.35399628,68.38600159,66.29399872,64.14499664,61.89599991,59.61000061,57.21699905,54.80799866,52.26900101,49.84500122,47.3730011,47.09999847,47.07600021,47.03300095,46.85200119,46.63100052,46.57899857,46.53099823,46.57099915,46.54000092,46.02899933
Poland,POL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,53.37799835,52.88100052,51.92200089,50.83800125,50.53699875,50.55799866,51.18899918,51.40599823,49.57400131,47.54399872,46.4070015,44.59700012,44.04800034,44.0019989,45.15499878,46.52600098,48.55400085,50.36000061,50.43299866,49.98699951,50.20100021,50.23300171,50.1609993,51.19300079,51.94800186,52.75699997,53.68000031,54.17100143,54.35699844,54.31800079
Pre-demographic dividend,PRE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,64.08874486,64.02366636,63.97114236,63.93351692,63.90579247,63.89961892,63.87512971,63.85273385,63.78100385,63.71554247,63.68450329,63.65330519,63.6255084,63.6366559,63.61801393,63.53169111,63.41457304,63.24136332,63.00918687,62.50705369,62.35786114,61.62546302,61.05315034,60.82695231,60.74975911,60.39136405,60.03280657,59.96273888,59.88167197,58.09882071
Puerto Rico,PRI,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,38.04199982,37.77299881,39.13800049,39.74399948,39.57099915,40.53699875,41.16999817,41.39400101,41.91500092,41.45100021,40.42699814,39.77099991,39.43500137,39.67599869,38.8030014,38.56999969,38.22299957,37.60499954,35.74000168,34.91199875,34.1230011,34.58000183,34.63000107,34.76599884,35.51300049,35.63299942,36.09000015,36.77700043,37.10499954,34.97600174
"Korea, Dem. People's Rep.",PRK,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,79.63600159,79.84799957,79.91200256,79.91000366,80.05000305,80.12599945,80.25800323,80.18499756,79.94300079,79.98200226,79.90299988,79.92900085,79.90000153,79.90799713,79.85600281,79.92500305,79.96399689,79.93699646,79.96499634,80.05000305,79.98200226,79.94200134,79.93000031,79.96600342,80.00800323,79.91600037,80.06400299,80.24199677,80.31500244,79.28099823
Portugal,PRT,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,58.16699982,57.05500031,55.69300079,54.53699875,54.03499985,53.51599884,53.94599915,57.7820015,57.89099884,58.50299835,59.07699966,59.22900009,58.18999863,57.65100098,57.17100143,57.3219986,57.26699829,57.35599899,55.57400131,54.63600159,52.8370018,50.81700134,49.70500183,50.65000153,51.31000137,51.97999954,53.72999954,54.97800064,55.43199921,54.08000183
Paraguay,PRY,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,65.71099854,65.71399689,65.88300323,66.59899902,67.70899963,64.31400299,66.44599915,66.90799713,65.93800354,63.95500183,64.66100311,62.29399872,62.99599838,66.72399902,66.89299774,63.50999832,65.57900238,66.23699951,65.81900024,64.64399719,64.7480011,68.36499786,66.80999756,64.54199982,64.83200073,66.29699707,66.96399689,67.40000153,67.6190033,64.8259964
West Bank and Gaza,PSE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,36.22700119,36.14599991,36.125,36.15399933,36.08800125,36.23300171,35.98300171,35.63600159,35.48600006,35.97100067,28.75799942,26.04899979,29.84499931,29.34900093,30.90399933,31.2859993,32.6230011,30.3579998,31.44599915,31.43199921,34.08100128,33.67699814,33.48600006,33.47299957,33.85699844,33.29100037,32.70100021,32.04000092,33.05199814,30.3409996
